Col1,Col2,Col3,Col4
"Ronny,Rodriguez",357,
"Jose,Peraza",357,
"Jedd,Gyorko",357,
"Didi,Gregorius",357,
"Jorge,Soler",357,
"Yangervis,Solarte",357,
"Trey,Mancini",357,
"Ian,Kinsler",357,
"Scooter,Gennett",357,
"Brian,Dozier",357,
"Jeimer,Candelario",357,
"Ryan,Braun",357,
"Jose,Ramirez",357,
"Joey,Rickard",357,
"Evan,Gattis",357,
"Odubel,Herrera",357,
"Ryan,Braun",356,
"Travis,Shaw",356,
"Tony,Kemp",356,
"Starlin,Castro",356,
"Rafael,Devers",356,
"Adam,Rosales",356,
"Leonys,Martin",356,
"Randal,Grichuk",356,
"David,Peralta",356,
"Tony,Kemp",356,
"Adeiny,Hechavarria",356,
"Brandon,Nimmo",356,
"Kendrys,Morales",356,
"Rhys,Hoskins",356,
"Didi,Gregorius",356,
"Christin,Stewart",356,
"Eugenio,Suarez",356,
"Spencer,Kieboom",356,
"Jorge,Polanco",356,
"Jackie,Bradley,Jr.",356
"Derek,Fisher",356,
"Rhys,Hoskins",356,
"Rhys,Hoskins",356,
"Aaron,Judge",356,
"Scooter,Gennett",356,
"Melky,Cabrera",356,
"Dexter,Fowler",356,
"Alex,Bregman",355,
"Ryan,O'Hearn",355,
"Teoscar,Hernandez",355,
"Wilmer,Flores",355,
"Jake,Marisnick",355,
"Manuel,Margot",355,
"Aaron,Judge",355,
"Austin,Hedges",355,
"Francisco,Lindor",355,
"Willy,Adames",355,
"Michael,Conforto",355,
"Neil,Walker",355,
"Manny,Machado",355,
"Renato,Nunez",355,
"Gleyber,Torres",355,
"Eddie,Rosario",355,
"Tim,Anderson",355,
"Daniel,Descalso",355,
"Aaron,Judge",355,
"Asdrubal,Cabrera",354,
"Gregory,Polanco",354,
"Jose,Ramirez",354,
"Asdrubal,Cabrera",354,
"Alex,Bregman",354,
"Chris,Taylor",354,
"Randal,Grichuk",354,
"Freddy,Galvis",354,
"Greg,Bird",354,
"Eddie,Rosario",354,
"Scott,Kingery",354,
"Salvador,Perez",354,
"Greg,Garcia",354,
"Stephen,Piscotty",354,
"Ryon,Healy",354,
"Ozzie,Albies",354,
"Aaron,Hicks",354,
"Daniel,Vogelbach",354,
"Tucker,Barnhart",354,
"Paul,Goldschmidt",354,
"Tyler,Austin",354,
"Jake,Bauers",354,
"Jose,Abreu",353,
"Mike,Moustakas",353,
"Guillermo,Heredia",353,
"Jed,Lowrie",353,
"Brandon,Belt",353,
"Guillermo,Heredia",353,
"Drew,Butera",353,
"JT,Riddle",353,
"Freddy,Galvis",353,
"Ben,Zobrist",353,
"Kyle,Seager",353,
"Gleyber,Torres",353,
"Alen,Hanson",353,
"Brandon,Crawford",353,
"A.J.,Pollock",353,
"Steve,Pearce",353,
"Scooter,Gennett",353,
"Matt,Carpenter",353,
"Pedro,Alvarez",353,
"Franmil,Reyes",353,
"Paul,Goldschmidt",353,
"Jose,Bautista",353,
"Stephen,Piscotty",353,
"Johnny,Field",353,
"Jesus,Aguilar",353,
"Ozzie,Albies",353,
"Evan,Longoria",352,
"Rajai,Davis",352,
"Jake,Marisnick",352,
"Justin,Smoak",352,
"Adam,Frazier",352,
"Yonder,Alonso",352,
"Nick,Ahmed",352,
"Justin,Smoak",352,
"Joc,Pederson",352,
"Luis,Sardinas",352,
"Jonathan,Schoop",352,
"Trey,Mancini",352,
"Miguel,Cabrera",352,
"DJ,Stewart",352,
"Ramon,Laureano",352,
"Anthony,Rendon",352,
"Mike,Trout",352,
"Alex,Bregman",352,
"Robinson,Chirinos",352,
"Tyler,Austin",352,
"Isiah,Kiner-Falefa",352,
"Edwin,Encarnacion",352,
"Kurt,Suzuki",352,
"Carlos,Correa",351,
"Odubel,Herrera",351,
"Jesus,Aguilar",351,
"Scooter,Gennett",351,
"David,Dahl",351,
"Mookie,Betts",351,
"Joe,Panik",351,
"Dexter,Fowler",351,
"Nick,Ahmed",351,
"Jason,Kipnis",351,
"Jesse,Winker",350,
"Jonathan,Schoop",350,
"Eduardo,Escobar",350,
"Christian,Villanueva",350,
"Sean,Rodriguez",350,
"Brian,Dozier",350,
"Nicholas,Castellanos",350,
"Nick,Williams",350,
"Jose,Reyes",350,
"Josh,Harrison",350,
"Eddie,Rosario",350,
"Tim,Anderson",350,
"J.D.,Martinez",350,
"Michael,Lorenzen",350,
"Niko,Goodrum",350,
"Yonder,Alonso",350,
"Carlos,Perez",350,
"Anthony,Rendon",350,
"Jed,Lowrie",349,
"Yuli,Gurriel",349,
"Mike,Zunino",349,
"Paul,Goldschmidt",349,
"Nolan,Arenado",349,
"J.D.,Martinez",349,
"Justin,Smoak",349,
"Andrew,Benintendi",349,
"Maikel,Franco",349,
"Alex,Bregman",349,
"Kole,Calhoun",349,
"Teoscar,Hernandez",349,
"Odubel,Herrera",349,
"Brian,Dozier",349,
"Jorge,Bonifacio",348,
"Jonathan,Villar",348,
"Yuli,Gurriel",348,
"Alex,Gordon",348,
"Michael,Brantley",348,
"Tyler,Flowers",348,
"Johan,Camargo",348,
"Joey,Gallo",348,
"Jurickson,Profar",348,
"Brian,Anderson",348,
"Yoan,Moncada",348,
"Joey,Gallo",348,
"Matt,Chapman",348,
"Tyler,White",348,
"Jose,Ramirez",347,
"Adam,Duvall",347,
"Trey,Mancini",347,
"Blake,Swihart",347,
"Wilson,Ramos",347,
"Ketel,Marte",347,
"Ji-Man,Choi",347,
"Josh,Reddick",346,
"Aaron,Judge",346,
"George,Springer",346,
"Andrew,Benintendi",346,
"Michael,Conforto",346,
"Kyle,Schwarber",346,
"Evan,Gattis",346,
"Franmil,Reyes",346,
"Didi,Gregorius",346,
"Robinson,Chirinos",346,
"Welington,Castillo",346,
"Jim,Adduci",346,
"Joc,Pederson",346,
"Matt,Adams",345,
"Anthony,Rendon",345,
"Robinson,Cano",345,
"Francisco,Lindor",345,
"Charlie,Blackmon",345,
"Brett,Gardner",345,
"Jesse,Winker",345,
"Lourdes,Gurriel,Jr.",345
"Mike,Zunino",345,
"Austin,Wynns",345,
"Joey,Gallo",345,
"Lucas,Duda",345,
"Teoscar,Hernandez",344,
"Jackie,Bradley,Jr.",344
"Pedro,Alvarez",344,
"Didi,Gregorius",344,
"Nicky,Delmonico",344,
"Giancarlo,Stanton",344,
"Bryce,Harper",344,
"Didi,Gregorius",344,
"Johan,Camargo",344,
"Willson,Contreras",344,
"Didi,Gregorius",344,
"Todd,Frazier",343,
"Luke,Voit",343,
"Austin,Romine",343,
"Devon,Travis",343,
"John,Hicks",343,
"Michael,Conforto",343,
"Luis,Urias",343,
"Kurt,Suzuki",343,
"Kendrys,Morales",343,
"Nolan,Arenado",342,
"Nicholas,Castellanos",342,
"Curtis,Granderson",342,
"Kevin,Kiermaier",342,
"Jose,Rondon",342,
"Ryon,Healy",342,
"Josh,Harrison",342,
"Ronald,Guzman",342,
"Yan,Gomes",342,
"Paul,Goldschmidt",342,
"Rosell,Herrera",342,
"Jose,Martinez",342,
"Cody,Bellinger",342,
"Travis,Shaw",341,
"Jason,Kipnis",341,
"Luke,Voit",341,
"Mitch,Haniger",341,
"Kevin,Pillar",341,
"Javier,Baez",341,
"Matt,Carpenter",341,
"Aaron,Judge",340,
"Brian,Dozier",340,
"Ronald,Guzman",340,
"Ronald,Guzman",340,
"Miguel,Andujar",340,
"Addison,Russell",339,
"Tyler,Saladino",339,
"Jason,Kipnis",339,
"Scooter,Gennett",339,
"Austin,Romine",339,
"Victor,Martinez",339,
"Mike,Moustakas",339,
"Matt,Carpenter",339,
"Giancarlo,Stanton",339,
"Jason,Kipnis",339,
"Miguel,Andujar",339,
"Nick,Hundley",338,
"Juan,Soto",338,
"Leonys,Martin",338,
"Niko,Goodrum",338,
"Wilmer,Flores",338,
"Guillermo,Heredia",337,
"Dee,Gordon",337,
"Kyle,Seager",337,
"James,McCann",337,
"Miguel,Andujar",337,
"David,Peralta",337,
"Alex,Bregman",337,
"Michael,A.,Taylor",336
"Andrew,McCutchen",336,
"Brandon,Crawford",336,
"Nick,Martini",336,
"Jed,Lowrie",335,
"Cheslor,Cuthbert",335,
"Cesar,Hernandez",334,
"Matt,Chapman",334,
"Tony,Kemp",334,
"Jason,Kipnis",332,
"Dwight,Smith,Jr.",331
"David,Peralta",331,
"Nick,Hundley",330,
"Joey,Votto",329,
"Josh,Reddick",329,
"Francisco,Cervelli",328,
"Yoenis,Cespedes",326,
"J.D.,Martinez",324,
